Rank,Player (Bye),POS,ESPN,Sleeper,CBS,NFL,RTSports,Fantrax,AVG,Real-Time
364,Josh Oliver   MIN (6),TE48,282,—,—,—,—,—,282.0,—
365,Konata Mumpfield   LAR (11),WR116,283,—,—,—,—,—,283.0,—
366,Trey Lance   LAC (7),QB47,284,—,—,—,—,—,284.0,—
367,Tai Felton   MIN (6),WR117,285,—,—,—,—,—,285.0,—
368,Sam Roush   CHI (10),TE49,286,—,—,—,—,—,286.0,—
369,Lil'Jordan Humphrey   DEN (10),WR118,287,—,—,—,—,—,287.0,—
370,Jake Bobo   SEA (11),WR119,288,—,—,—,—,—,288.0,—
371,Jalen Milroe   SEA (11),QB48,289,—,—,—,—,—,289.0,—
372,Riley Patterson   MIA (6),K36,290,—,—,—,—,—,290.0,—
373,Kaden Prather,WR120,291,—,—,—,—,—,291.0,—
374,Jakobie Keeney-James,WR121,292,—,—,—,—,—,292.0,—
375,Hollywood Brown   PHI (10),WR122,293,—,—,—,—,—,293.0,—
376,Kalif Raymond   CHI (10),WR123,294,—,—,—,—,—,294.0,—
377,Joshua Palmer   BUF (7),WR124,295,—,—,—,—,—,295.0,—
378,Devontez Walker   BAL (13),WR125,296,—,—,—,—,—,296.0,—
379,Mack Hollins   NE (11),WR126,297,—,—,—,—,—,297.0,—
380,Brenen Thompson   LAC (7),WR127,298,—,—,—,—,—,298.0,—
381,Xavier Smith   LAR (11),WR128,299,—,—,—,—,—,299.0,—
382,Colbie Young   CIN (6),WR129,300,—,—,—,—,—,300.0,—
383,Teddy Bridgewater   DET (6),QB49,301,—,—,—,—,—,301.0,—
384,Spencer Rattler   NO (8),QB50,302,—,—,—,—,—,302.0,—
385,Gardner Minshew II   ARI (14),QB51,303,—,—,—,—,—,303.0,—
386,Myles Price   MIN (6),WR130,304,—,—,—,—,—,304.0,—
387,Luke McCaffrey   WAS (7),WR131,305,—,—,—,—,—,305.0,—
388,Rasheen Ali   BAL (13),RB90,306,—,—,—,—,—,306.0,—
389,Ronnie Rivers   LAR (11),RB91,307,—,—,—,—,—,307.0,—
390,Roschon Johnson   CHI (10),RB92,308,—,—,—,—,—,308.0,—
391,Roman Wilson   PIT (9),WR132,309,—,—,—,—,—,309.0,—
392,Will Howard   PIT (9),QB52,310,—,—,—,—,—,310.0,—
393,CJ Daniels   LAR (11),WR133,311,—,—,—,—,—,311.0,—
394,Eli Heidenreich   PIT (9),RB93,312,—,—,—,—,—,312.0,—
395,Drew Allar   PIT (9),QB53,313,—,—,—,—,—,313.0,—
396,Nick Chubb,RB94,314,—,—,—,—,—,314.0,—
397,Kadarius Toney,WR134,315,—,—,—,—,—,315.0,—
398,Tanner Brown   NO (8),K37,316,—,—,—,—,—,316.0,—
399,Drew Sample   CIN (6),TE50,317,—,—,—,—,—,317.0,—
400,Daniel Bellinger   TEN (9),TE51,318,—,—,—,—,—,318.0,—
401,Tez Johnson   TB (10),WR135,319,—,—,—,—,—,319.0,—
402,Calvin Austin III   NYG (8),WR136,320,—,—,—,—,—,320.0,—
403,Brevyn Spann-Ford   DAL (14),TE52,321,—,—,—,—,—,321.0,—
404,Tanner McKee   PHI (10),QB54,322,—,—,—,—,—,322.0,—
405,Kameron Johnson   TB (10),WR137,323,—,—,—,—,—,323.0,—
406,Nikko Remigio   KC (5),WR138,324,—,—,—,—,—,324.0,—
407,Skyy Moore   GB (11),WR139,325,—,—,—,—,—,325.0,—
408,AJ Dillon   CAR (5),RB95,326,—,—,—,—,—,326.0,—
409,Isaiah Hodgins   NYG (8),WR140,327,—,—,—,—,—,327.0,—
410,Jaret Patterson   LAC (7),RB96,328,—,—,—,—,—,328.0,—
411,Pierre Strong Jr.   GB (11),RB97,329,—,—,—,—,—,329.0,—
412,Grant Calcaterra   PHI (10),TE53,330,—,—,—,—,—,330.0,—
413,Stetson Bennett IV   LAR (11),QB55,331,—,—,—,—,—,331.0,—
414,Sione Vaki   DET (6),RB98,332,—,—,—,—,—,332.0,—
415,Terrell Jennings   NE (11),RB99,333,—,—,—,—,—,333.0,—
416,Frank Gore Jr.   BUF (7),RB100,334,—,—,—,—,—,334.0,—
417,Dillon Gabriel   CLE (11),QB56,335,—,—,—,—,—,335.0,—
418,Taylen Green   CLE (11),QB57,337,—,—,—,—,—,337.0,—
419,Jordan Travis,QB58,338,—,—,—,—,—,338.0,—
420,Devin Leary,QB59,339,—,—,—,—,—,339.0,—
421,Michael Pratt,QB60,340,—,—,—,—,—,340.0,—
422,Baylor Cupp,TE54,341,—,—,—,—,—,341.0,—
423,Jacob Kibodi,RB101,342,—,—,—,—,—,342.0,—
424,John Samuel Shenker,TE55,343,—,—,—,—,—,343.0,—
425,Tommy Mellott,WR141,344,—,—,—,—,—,344.0,—
426,Ja'Corey Brooks,WR142,345,—,—,—,—,—,345.0,—
427,Austin Hooper   ATL (11),TE56,346,—,—,—,—,—,346.0,—
428,Elijah Higgins   ARI (14),TE57,347,—,—,—,—,—,347.0,—
429,Mason Rudolph   PIT (9),QB61,348,—,—,—,—,—,348.0,—
430,Zane Gonzalez   MIA (6),K38,349,—,—,—,—,—,349.0,—
431,Chad Ryland   ARI (14),K39,350,—,—,—,—,—,350.0,—
432,Cade Stover   HOU (8),TE58,351,—,—,—,—,—,351.0,—
433,Jackson Hawes   BUF (7),TE59,352,—,—,—,—,—,352.0,—
434,Durham Smythe   BAL (13),TE60,353,—,—,—,—,—,353.0,—
435,Davis Allen   LAR (11),TE61,354,—,—,—,—,—,354.0,—
436,Payne Durham   TB (10),TE62,355,—,—,—,—,—,355.0,—
437,Ben Sims   MIA (6),TE63,356,—,—,—,—,—,356.0,—
438,Bo Melton   GB (11),WR143,357,—,—,—,—,—,357.0,—
439,CJ Dippre   NE (11),TE64,358,—,—,—,—,—,358.0,—
440,Kenny Pickett   CAR (5),QB62,359,—,—,—,—,—,359.0,—
441,Oscar Delp   NO (8),TE65,360,—,—,—,—,—,360.0,—
442,Tyler Huntley   BAL (13),QB63,361,—,—,—,—,—,361.0,—
443,Darius Cooper   PHI (10),WR144,362,—,—,—,—,—,362.0,—
444,Jonathan Mingo   DAL (14),WR145,363,—,—,—,—,—,363.0,—
445,Reggie Virgil   ARI (14),WR146,364,—,—,—,—,—,364.0,—
446,Braxton Berrios   NYG (8),WR147,365,—,—,—,—,—,365.0,—
447,British Brooks   HOU (8),RB102,366,—,—,—,—,—,366.0,—
448,Barion Brown   NO (8),WR148,367,—,—,—,—,—,367.0,—
449,Dylan Laube   LV (13),RB103,368,—,—,—,—,—,368.0,—
450,DeeJay Dallas   JAC (7),RB104,369,—,—,—,—,—,369.0,—
451,Mecole Hardman Jr.   BUF (7),WR149,370,—,—,—,—,—,370.0,—
452,Tim Patrick   NYJ (13),WR150,371,—,—,—,—,—,371.0,—
453,Gunner Olszewski   NYG (8),WR151,372,—,—,—,—,—,372.0,—
454,Salvon Ahmed   CHI (10),RB105,373,—,—,—,—,—,373.0,—
455,Elijah Moore   PHI (10),WR152,374,—,—,—,—,—,374.0,—
456,Zach Wilson   NO (8),QB64,375,—,—,—,—,—,375.0,—
457,Gary Brightwell   CIN (6),RB106,376,—,—,—,—,—,376.0,—
458,Sam Howell   DAL (14),QB65,377,—,—,—,—,—,377.0,—
459,Bailey Zappe   NYJ (13),QB66,378,—,—,—,—,—,378.0,—
460,Skylar Thompson   BAL (13),QB67,379,—,—,—,—,—,379.0,—
461,Chris Oladokun   KC (5),QB68,380,—,—,—,—,—,380.0,—
462,Julius Chestnut   TEN (9),RB107,381,—,—,—,—,—,381.0,—
463,Shane Buechele   BUF (7),QB69,382,—,—,—,—,—,382.0,—
464,Nikola Kalinic   CHI (10),TE66,383,—,—,—,—,—,383.0,—
465,Tyler Goodson   ATL (11),RB108,384,—,—,—,—,—,384.0,—
466,Carson Steele   PHI (10),RB109,385,—,—,—,—,—,385.0,—
467,Cam Grandy   CIN (6),TE67,386,—,—,—,—,—,386.0,—
468,Damien Martinez   GB (11),RB110,387,—,—,—,—,—,387.0,—
469,Raheim Sanders   CLE (11),RB111,388,—,—,—,—,—,388.0,—
470,Brady Cook   NYJ (13),QB70,389,—,—,—,—,—,389.0,—
471,Joshua Dobbs,QB71,390,—,—,—,—,—,390.0,—
472,Brandon McManus,K40,392,—,—,—,—,—,392.0,—
473,Hassan Haskins   LAC (7),RB112,393,—,—,—,—,—,393.0,—
474,Zamir White   LV (13),RB113,394,—,—,—,—,—,394.0,—
475,Dorian Thompson-Robinson,QB72,395,—,—,—,—,—,395.0,—
476,Lucas Havrisik,K41,396,—,—,—,—,—,396.0,219
477,Brayden Narveson,K42,397,—,—,—,—,—,397.0,—
478,Jalen Royals   KC (5),WR153,399,—,—,—,—,—,399.0,—
479,Erick All Jr.   CIN (6),TE68,400,—,—,—,—,—,400.0,—
480,Mitchell Evans   CAR (5),TE69,401,—,—,—,—,—,401.0,—
481,John Bates   WAS (7),TE70,402,—,—,—,—,—,402.0,—
482,Tanner Hudson   CIN (6),TE71,403,—,—,—,—,—,403.0,—
483,KeAndre Lambert-Smith   LAC (7),WR154,404,—,—,—,—,—,404.0,—
484,Jeremy Ruckert   NYJ (13),TE72,405,—,—,—,—,—,405.0,—
485,Cedric Tillman   CLE (11),WR155,406,—,—,—,—,—,406.0,—
486,Mitch Tinsley   CIN (6),WR156,407,—,—,—,—,—,407.0,—
487,Cyrus Allen   KC (5),WR157,408,—,—,—,—,—,408.0,—
488,Greg Dortch   DET (6),WR158,409,—,—,—,—,—,409.0,—
489,Isaiah Williams   NYJ (13),WR159,410,—,—,—,—,—,410.0,—
490,Tyrell Shavers   BUF (7),WR160,411,—,—,—,—,—,411.0,—
491,Max Bredeson   MIN (6),RB114,412,—,—,—,—,—,412.0,—
492,Devin Culp   TB (10),TE73,413,—,—,—,—,—,413.0,—
493,Tyler Conklin   DET (6),TE74,414,—,—,—,—,—,414.0,—
494,Drew Ogletree   IND (13),TE75,415,—,—,—,—,—,415.0,—
495,Tip Reiman   ARI (14),TE76,416,—,—,—,—,—,416.0,—
496,Charlie Woerner   ATL (11),TE77,417,—,—,—,—,—,417.0,—
497,Malachi Corley   CLE (11),WR161,418,—,—,—,—,—,418.0,—
498,Arian Smith   NYJ (13),WR162,419,—,—,—,—,—,419.0,—
499,Jimmy Horn Jr.   CAR (5),WR163,420,—,—,—,—,—,420.0,—
500,LaJohntay Wester   BAL (13),WR164,421,—,—,—,—,—,421.0,—
501,Isaac Guerendo   SF (8),RB115,422,—,—,—,—,—,422.0,—
502,Ke'Shawn Williams   CIN (6),WR165,423,—,—,—,—,—,423.0,—
503,Bam Knight   ARI (14),RB116,425,—,—,—,—,—,425.0,—
504,Gage Larvadain   CLE (11),WR166,426,—,—,—,—,—,426.0,—
505,Jacob Saylors   DET (6),RB117,427,—,—,—,—,—,427.0,—
506,Josh Williams   TB (10),RB118,428,—,—,—,—,—,428.0,—
507,Scotty Miller   CHI (10),WR167,429,—,—,—,—,—,429.0,—
508,Travis Homer   PIT (9),RB119,430,—,—,—,—,—,430.0,—
509,Marquez Valdes-Scantling   DAL (14),WR168,431,—,—,—,—,—,431.0,—
510,Tom Kennedy   DET (6),WR169,432,—,—,—,—,—,432.0,—
511,Quez Watkins   PHI (10),WR170,433,—,—,—,—,—,433.0,—
512,Michael Carter   TEN (9),RB120,434,—,—,—,—,—,434.0,—
513,Shane Zylstra   BUF (7),TE78,435,—,—,—,—,—,435.0,—
514,Patrick Taylor Jr.   SF (8),RB121,436,—,—,—,—,—,436.0,—
515,Dameon Pierce   PHI (10),RB122,437,—,—,—,—,—,437.0,—
516,Ko Kieft   TB (10),TE79,438,—,—,—,—,—,438.0,—
517,Danny Gray   PHI (10),WR171,439,—,—,—,—,—,439.0,—
518,Teagan Quitoriano   ARI (14),TE80,440,—,—,—,—,—,440.0,—
519,Cole Turner   MIA (6),TE81,441,—,—,—,—,—,441.0,—
520,Jerome Ford   WAS (7),RB123,442,—,—,—,—,—,442.0,—
521,Brittain Brown   CHI (10),RB124,443,—,—,—,—,—,443.0,—
522,Quintin Morris   JAC (7),TE82,444,—,—,—,—,—,444.0,—
523,Cameron Latu   PHI (10),TE83,445,—,—,—,—,—,445.0,—
524,Israel Abanikanda   DAL (14),RB125,446,—,—,—,—,—,446.0,—
525,Lew Nichols III   PIT (9),RB126,447,—,—,—,—,—,447.0,—
526,Aidan O'Connell   LV (13),QB73,448,—,—,—,—,—,448.0,—
527,Jaleel McLaughlin   DEN (10),RB127,449,—,—,—,—,—,449.0,—
528,Johnny Wilson   PHI (10),WR172,450,—,—,—,—,—,450.0,—
529,Dante Miller   NYG (8),RB128,451,—,—,—,—,—,451.0,—
530,Colson Yankoff   WAS (7),TE84,452,—,—,—,—,—,452.0,—
531,Cody Schrader   DEN (10),RB129,453,—,—,—,—,—,453.0,—
532,Kendall Milton   CIN (6),RB130,454,—,—,—,—,—,454.0,—
533,Chris Collier   LV (13),RB131,455,—,—,—,—,—,455.0,—
534,Gavin Bartholomew   MIN (6),TE85,456,—,—,—,—,—,456.0,—
535,Jordan Watkins   SF (8),WR173,457,—,—,—,—,—,457.0,—
536,Graham Mertz   HOU (8),QB74,458,—,—,—,—,—,458.0,—
537,Cam Miller   MIA (6),QB75,459,—,—,—,—,—,459.0,—
538,Ricky White III   SEA (11),WR174,460,—,—,—,—,—,460.0,—
539,Kyle McCord   GB (11),QB76,461,—,—,—,—,—,461.0,—
540,Robbie Ouzts   SEA (11),TE86,462,—,—,—,—,—,462.0,—
541,Corey Kiner   ARI (14),RB132,463,—,—,—,—,—,463.0,—
542,Lan Larison   NE (11),RB133,464,—,—,—,—,—,464.0,—
543,Zavier Scott   MIN (6),RB134,465,—,—,—,—,—,465.0,—
544,Nick Kallerup   SEA (11),TE87,466,—,—,—,—,—,466.0,—
545,Adrian Martinez   SF (8),QB77,467,—,—,—,—,—,467.0,—
546,Behren Morton   NE (11),QB78,468,—,—,—,—,—,468.0,—
547,Jam Miller   NE (11),RB135,469,—,—,—,—,—,469.0,—
548,Athan Kaliakmanis   WAS (7),QB79,470,—,—,—,—,—,470.0,—
549,Garrett Nussmeier   KC (5),QB80,471,—,—,—,—,—,471.0,—
550,John Ross,WR175,472,—,—,—,—,—,472.0,—
551,Cam Akers,RB136,473,—,—,—,—,—,473.0,—
552,Tony Jones Jr.,RB137,474,—,—,—,—,—,474.0,—
553,Trey Sermon,RB138,476,—,—,—,—,—,476.0,—
554,Jermar Jefferson,RB139,477,—,—,—,—,—,477.0,—
555,Desmond Ridder,QB81,478,—,—,—,—,—,478.0,—
556,Tyrion Davis-Price,RB140,479,—,—,—,—,—,479.0,—
557,David Bell,WR176,480,—,—,—,—,—,480.0,—
558,Anthony Brown Jr.,QB82,481,—,—,—,—,—,481.0,—
559,Zack Kuntz,TE88,482,—,—,—,—,—,482.0,—
560,Antoine Green,WR177,483,—,—,—,—,—,483.0,—
561,DeWayne McBride,RB141,484,—,—,—,—,—,484.0,—
562,Javon Baker,WR178,485,—,—,—,—,—,485.0,—
563,Tanner McLachlan   SF (8),TE89,486,—,—,—,—,—,486.0,—
564,Louis Rees-Zammit,RB142,487,—,—,—,—,—,487.0,—
565,Parker Romo,K43,488,—,—,—,—,—,488.0,227
566,D.J. Williams,RB143,489,—,—,—,—,—,489.0,—
567,Joshua Cephus,WR179,490,—,—,—,—,—,490.0,—
568,Jermaine Jackson,WR180,491,—,—,—,—,—,491.0,—
569,Joe Flacco   CIN (6),QB83,492,—,—,—,—,—,492.0,—
570,Noah Gray   KC (5),TE90,493,—,—,—,—,—,493.0,—
571,Anthony Richardson Sr.   IND (13),QB84,494,—,—,—,—,—,494.0,—
572,Tyquan Thornton   KC (5),WR181,495,—,—,—,—,—,495.0,—
573,Tutu Atwell   MIA (6),WR182,496,—,—,—,—,—,496.0,—
574,Kevin Coleman Jr.   MIA (6),WR183,497,—,—,—,—,—,497.0,—
575,Ashton Dulin   IND (13),WR184,498,—,—,—,—,—,498.0,—
576,Adam Trautman   DEN (10),TE91,499,—,—,—,—,—,499.0,—
577,Mo Alie-Cox   IND (13),TE92,500,—,—,—,—,—,500.0,—
